corpus_position,source_row_abs,EID_o_identificador,insumo_row,record_chars
19305,19305,2-s2.0-85101026491,19305,1142
19323,19323,2-s2.0-85086846216,19323,1105
19331,19331,2-s2.0-85081533458,19331,1495
19335,19335,2-s2.0-85078465023,19335,779
19357,19357,2-s2.0-85091177414,19357,1967
19367,19367,2-s2.0-85087921976,19367,2093
19380,19380,2-s2.0-85087896195,19380,952
19390,19390,2-s2.0-85087876899,19390,837
19396,19396,2-s2.0-85086904029,19396,990
19419,19419,2-s2.0-85084650169,19419,2167
19425,19425,2-s2.0-85084468455,19425,1581
19430,19430,2-s2.0-85083854276,19430,1353
19440,19440,2-s2.0-85083504063,19440,1309
19454,19454,2-s2.0-85083174167,19454,298
19464,19464,2-s2.0-85081663129,19464,1374
19501,19501,2-s2.0-85076164716,19501,757
19510,19510,2-s2.0-85082986541,19510,2087
19514,19514,2-s2.0-85082305709,19514,2737
19519,19519,2-s2.0-85082994565,19519,1208
19526,19526,2-s2.0-85082972703,19526,764
19558,19558,2-s2.0-85082678453,19558,1107
19564,19564,2-s2.0-85082620616,19564,1515
19565,19565,2-s2.0-85082619545,19565,1682
19582,19582,2-s2.0-85078920135,19582,1378
19584,19584,2-s2.0-85105238082,19584,1558
19606,19606,2-s2.0-85081382585,19606,1441
19623,19623,2-s2.0-85075714309,19623,4037
19639,19639,2-s2.0-85091083368,19639,2048
19646,19646,2-s2.0-85090256970,19646,1014
19657,19657,2-s2.0-85086131325,19657,402
19659,19659,2-s2.0-85085982884,19659,289
19674,19674,2-s2.0-85082937804,19674,1397
19679,19679,2-s2.0-85082711127,19679,1920
19682,19682,2-s2.0-85082576955,19682,2665
19687,19687,2-s2.0-85082405654,19687,2125
19697,19697,2-s2.0-85080998465,19697,1715
19715,19715,2-s2.0-85077568343,19715,2378
19741,19741,2-s2.0-85069870746,19741,3589
19773,19773,2-s2.0-85081585324,19773,1985
19775,19775,2-s2.0-85081565928,19775,1643
19781,19781,2-s2.0-85081542847,19781,1906
19782,19782,2-s2.0-85081534201,19782,1339
19783,19783,2-s2.0-85096161227,19783,2891
19799,19799,2-s2.0-85079841609,19799,1893
19800,19800,2-s2.0-85104997265,19800,1505
19804,19804,2-s2.0-85077617135,19804,2085
19806,19806,2-s2.0-85079325188,19806,1789
19839,19839,2-s2.0-85079669964,19839,1140
19853,19853,2-s2.0-85077898489,19853,1598
19861,19861,2-s2.0-85075401913,19861,1932
19870,19870,2-s2.0-85071876059,19870,1452
19894,19894,2-s2.0-85075855942,19894,2771
19899,19899,2-s2.0-85079138456,19899,938
19905,19905,2-s2.0-85107814709,19905,1983
19906,19906,2-s2.0-85081993312,19906,1552
19916,19916,2-s2.0-85217922066,19916,880
19918,19918,2-s2.0-85079001379,19918,1505
19930,19930,2-s2.0-85076880832,19930,1310
19959,19959,2-s2.0-85059777261,19959,1726
19972,19972,2-s2.0-85201461543,19972,1841
19980,19980,2-s2.0-85173874326,19980,822
19981,19981,2-s2.0-85173866726,19981,949
19982,19982,2-s2.0-85173831258,19982,626
19985,19985,2-s2.0-85171493102,19985,1007
20012,20012,2-s2.0-85149568910,20012,1240
20020,20020,2-s2.0-85149506943,20020,2058
20021,20021,2-s2.0-85149505748,20021,859
20042,20042,2-s2.0-85143153215,20042,1508
20050,20050,2-s2.0-85141556301,20050,1539
20073,20073,2-s2.0-85136008517,20073,537
20080,20080,2-s2.0-85133990668,20080,2433
20094,20094,2-s2.0-85127593814,20094,1676
20104,20104,2-s2.0-85127112343,20104,1181
20110,20110,2-s2.0-85124834582,20110,1586
20123,20123,2-s2.0-85121548992,20123,1335
20129,20129,2-s2.0-85121486811,20129,1178
20136,20136,2-s2.0-85119230854,20136,1058
20178,20178,2-s2.0-85108827464,20178,1616
20185,20185,2-s2.0-85107236228,20185,1950
20192,20192,2-s2.0-85107213465,20192,1705
20229,20229,2-s2.0-85105209570,20229,1721
20231,20231,2-s2.0-85105069137,20231,1689
20267,20267,2-s2.0-85102897899,20267,1558
20269,20269,2-s2.0-85102895079,20269,815
20299,20299,2-s2.0-85101933590,20299,1137
20310,20310,2-s2.0-85101573309,20310,1677
20323,20323,2-s2.0-85100948609,20323,2583
20329,20329,2-s2.0-85100925758,20329,3044
20356,20356,2-s2.0-85100133886,20356,1712
20362,20362,2-s2.0-85099701041,20362,1575
20370,20370,2-s2.0-85099515247,20370,1046
20372,20372,2-s2.0-85099504724,20372,1543
20390,20390,2-s2.0-85098952917,20390,1566
20395,20395,2-s2.0-85098787728,20395,1215
20411,20411,2-s2.0-85098538888,20411,2450
20427,20427,2-s2.0-85098070750,20427,1573
20432,20432,2-s2.0-85098060491,20432,1731
20438,20438,2-s2.0-85098050989,20438,1099
20444,20444,2-s2.0-85097985889,20444,1900
20446,20446,2-s2.0-85097943604,20446,1654
20449,20449,2-s2.0-85097881640,20449,2356
20482,20482,2-s2.0-85097385640,20482,2199
20485,20485,2-s2.0-85097379164,20485,1703
20491,20491,2-s2.0-85097276841,20491,2234
20492,20492,2-s2.0-85097240713,20492,1289
20512,20512,2-s2.0-85096855449,20512,1775
20516,20516,2-s2.0-85096800400,20516,1739
20530,20530,2-s2.0-85096615033,20530,1961
20535,20535,2-s2.0-85096600151,20535,1270
20541,20541,2-s2.0-85096555685,20541,1904
20563,20563,2-s2.0-85096448892,20563,1464
20583,20583,2-s2.0-85096096165,20583,2208
20584,20584,2-s2.0-85096066718,20584,2335
20587,20587,2-s2.0-85096031850,20587,2719
20588,20588,2-s2.0-85096031528,20588,2695
20592,20592,2-s2.0-85095970139,20592,2748
20595,20595,2-s2.0-85095785120,20595,1641
20602,20602,2-s2.0-85095583388,20602,1496
20605,20605,2-s2.0-85095425505,20605,1487
20636,20636,2-s2.0-85092904203,20636,2574
20638,20638,2-s2.0-85092775276,20638,859
20639,20639,2-s2.0-85092768357,20639,2006
20641,20641,2-s2.0-85092719877,20641,1356
20696,20696,2-s2.0-85091564553,20696,1599
20717,20717,2-s2.0-85091176720,20717,1710
20719,20719,2-s2.0-85091133891,20719,2193
20722,20722,2-s2.0-85090906609,20722,1140
20731,20731,2-s2.0-85090773287,20731,2019
20736,20736,2-s2.0-85090745389,20736,2338
20738,20738,2-s2.0-85090719705,20738,1234
20740,20740,2-s2.0-85090718986,20740,1118
20741,20741,2-s2.0-85090711361,20741,942
20743,20743,2-s2.0-85090698378,20743,1766
20759,20759,2-s2.0-85090372297,20759,1132
20792,20792,2-s2.0-85089588795,20792,2447
20793,20793,2-s2.0-85089588193,20793,1386
20805,20805,2-s2.0-85089325750,20805,3152
20815,20815,2-s2.0-85089246686,20815,1598
20823,20823,2-s2.0-85089182919,20823,1282
20841,20841,2-s2.0-85088917315,20841,1605
20844,20844,2-s2.0-85088880322,20844,1833
20852,20852,2-s2.0-85088730395,20852,1771
20861,20861,2-s2.0-85088563401,20861,1237
20866,20866,2-s2.0-85088530423,20866,1741
20885,20885,2-s2.0-85088437398,20885,1327
20887,20887,2-s2.0-85088430055,20887,1976
20888,20888,2-s2.0-85088429975,20888,1328
20904,20904,2-s2.0-85087893649,20904,2121
20932,20932,2-s2.0-85087385014,20932,1749
20957,20957,2-s2.0-85086674721,20957,1374
20964,20964,2-s2.0-85086645498,20964,1473
20969,20969,2-s2.0-85086463552,20969,2246
20973,20973,2-s2.0-85086333782,20973,1699
20979,20979,2-s2.0-85086261578,20979,2072
20982,20982,2-s2.0-85086251030,20982,1547
20988,20988,2-s2.0-85086153168,20988,1751
20993,20993,2-s2.0-85085942104,20993,1765
21049,21049,2-s2.0-85084532200,21049,1645
21054,21054,2-s2.0-85084417481,21054,1850
21056,21056,2-s2.0-85084344175,21056,1981
21081,21081,2-s2.0-85083716305,21081,1505
21086,21086,2-s2.0-85083708078,21086,1617
21093,21093,2-s2.0-85083504300,21093,1183
21110,21110,2-s2.0-85082996191,21110,1707
21116,21116,2-s2.0-85082982903,21116,1604
21117,21117,2-s2.0-85082969556,21117,2055
21122,21122,2-s2.0-85082839677,21122,1955
21127,21127,2-s2.0-85082716807,21127,1871
21138,21138,2-s2.0-85082399211,21138,1591
21141,21141,2-s2.0-85082398010,21141,995
21149,21149,2-s2.0-85082388446,21149,785
21162,21162,2-s2.0-85082136522,21162,1793
21194,21194,2-s2.0-85080900996,21194,994
21235,21235,2-s2.0-85079103945,21235,2590
21254,21254,2-s2.0-85078290068,21254,652
21268,21268,2-s2.0-85077990338,21268,2156
21270,21270,2-s2.0-85077928971,21270,1613
21279,21279,2-s2.0-85077816391,21279,2351
21296,21296,2-s2.0-85077298749,21296,3314
21307,21307,2-s2.0-85076836633,21307,1267
21310,21310,2-s2.0-85076406077,21310,1339
21336,21336,2-s2.0-85071835867,21336,1359
21347,21347,2-s2.0-85070020305,21347,1812
21351,21351,2-s2.0-85068918183,21351,1766
21358,21358,2-s2.0-85065928445,21358,1191
21369,21369,2-s2.0-85064707039,21369,2162
21370,21370,2-s2.0-85064674695,21370,1851
21373,21373,2-s2.0-85064638433,21373,1978
21375,21375,2-s2.0-85064569957,21375,2143
21401,21401,2-s2.0-105013378214,21401,423
21403,21403,2-s2.0-105013368997,21403,490
21416,21416,2-s2.0-105013344845,21416,450
21428,21428,2-s2.0-105013321385,21428,565
21441,21441,2-s2.0-105013303929,21441,400
21477,21477,2-s2.0-105013231144,21477,311
21498,21498,2-s2.0-105013175515,21498,380
21512,21512,2-s2.0-105008157355,21512,2294
21523,21523,2-s2.0-85078218240,21523,1650
21534,21534,2-s2.0-85078083884,21534,1602
21540,21540,2-s2.0-85078455668,21540,413
21541,21541,2-s2.0-85078449015,21541,1792
21542,21542,2-s2.0-85078448035,21542,1621
21562,21562,2-s2.0-85081025568,21562,3328
21563,21563,2-s2.0-85078015133,21563,1394
21566,21566,2-s2.0-85071969279,21566,2346
21581,21581,2-s2.0-85172132797,21581,1688
21605,21605,2-s2.0-85096546216,21605,2134
21616,21616,2-s2.0-85090228232,21616,1611
21644,21644,2-s2.0-85078616711,21644,1850
21650,21650,2-s2.0-85077510622,21650,1419
21663,21663,2-s2.0-85076788827,21663,1241
21672,21672,2-s2.0-85076438836,21672,1768
21674,21674,2-s2.0-85076298818,21674,1963
21680,21680,2-s2.0-85075749893,21680,2841
21697,21697,2-s2.0-85073831617,21697,2661
21705,21705,2-s2.0-85071039389,21705,1610
21722,21722,2-s2.0-85065294009,21722,1569
21745,21745,2-s2.0-105009596789,21745,1580
21753,21753,2-s2.0-85136858385,21753,881
21756,21756,2-s2.0-85078578612,21756,1478
21771,21771,2-s2.0-85077974078,21771,1753
21776,21776,2-s2.0-85077817369,21776,1193
21777,21777,2-s2.0-85069653727,21777,971
21822,21822,2-s2.0-85076083379,21822,1571
21900,21900,2-s2.0-85076697629,21900,1944
21916,21916,2-s2.0-85075333896,21916,1935
21918,21918,2-s2.0-85048795866,21918,1394
21937,21937,2-s2.0-85048128420,21937,1324
21945,21945,2-s2.0-85082391233,21945,1535
21959,21959,2-s2.0-85078936807,21959,1645
21970,21970,2-s2.0-85075658919,21970,1166
21976,21976,2-s2.0-85075483752,21976,1365
21979,21979,2-s2.0-85075369044,21979,1819
21992,21992,2-s2.0-85074338978,21992,1994
21995,21995,2-s2.0-85074127877,21995,1342
22023,22023,2-s2.0-85056354210,22023,2473
22034,22034,2-s2.0-85081369936,22034,1127
22036,22036,2-s2.0-85074952338,22036,1697
22037,22037,2-s2.0-85074951891,22037,1550
22040,22040,2-s2.0-85074929158,22040,1728
22042,22042,2-s2.0-85074919366,22042,1213
22056,22056,2-s2.0-85075231397,22056,1435
22058,22058,2-s2.0-85078457187,22058,1808
22061,22061,2-s2.0-85075261044,22061,2735
22062,22062,2-s2.0-85075259533,22062,1432
22066,22066,2-s2.0-85075256132,22066,1847
22072,22072,2-s2.0-85075252521,22072,4322
22087,22087,2-s2.0-85075238255,22087,2881
22093,22093,2-s2.0-85075232884,22093,1683
22114,22114,2-s2.0-85061089331,22114,1643
22116,22116,2-s2.0-85074846106,22116,1234
22129,22129,2-s2.0-85075435648,22129,1984
22130,22130,2-s2.0-85075432366,22130,2561
22165,22165,2-s2.0-85073194123,22165,1730
22172,22172,2-s2.0-85070946471,22172,1383
22176,22176,2-s2.0-85073224507,22176,2243
22182,22182,2-s2.0-85070215367,22182,1203
22190,22190,2-s2.0-85150742412,22190,1482
22203,22203,2-s2.0-85088294670,22203,1334
22221,22221,2-s2.0-85082456122,22221,2280
22262,22262,2-s2.0-85078048000,22262,1710
22264,22264,2-s2.0-85077983372,22264,1356
22268,22268,2-s2.0-85077037695,22268,1427
22299,22299,2-s2.0-85072272548,22299,1404
22300,22300,2-s2.0-85072226560,22300,2468
22307,22307,2-s2.0-85069922292,22307,1540
22308,22308,2-s2.0-85068997122,22308,1858
22334,22334,2-s2.0-85041613526,22334,1628
22337,22337,2-s2.0-105003023060,22337,1845
22338,22338,2-s2.0-105002990075,22338,2019
22394,22394,2-s2.0-85064506430,22394,1550
22395,22395,2-s2.0-85063671003,22395,1079
22407,22407,2-s2.0-85097015606,22407,1643
22409,22409,2-s2.0-85092376383,22409,1128
22413,22413,2-s2.0-85087648417,22413,1243
22415,22415,2-s2.0-85084918800,22415,1361
22429,22429,2-s2.0-85077124909,22429,1542
22443,22443,2-s2.0-85073798782,22443,1596
22450,22450,2-s2.0-85073533457,22450,1126
22459,22459,2-s2.0-85072574265,22459,2210
22472,22472,2-s2.0-85070718755,22472,2018
22484,22484,2-s2.0-85067913307,22484,1617
22501,22501,2-s2.0-85072075544,22501,1374
22512,22512,2-s2.0-85064631412,22512,1715
22528,22528,2-s2.0-85041004063,22528,2177
22577,22577,2-s2.0-85073204576,22577,1492
22580,22580,2-s2.0-85071184698,22580,1437
22604,22604,2-s2.0-85059865670,22604,1984
22606,22606,2-s2.0-85058931874,22606,1290
22617,22617,2-s2.0-85095758529,22617,1525
22628,22628,2-s2.0-85067078954,22628,2004
22640,22640,2-s2.0-85065066973,22640,1310
22642,22642,2-s2.0-85063343675,22642,1136
22662,22662,2-s2.0-85068205598,22662,1370
22666,22666,2-s2.0-85065671507,22666,1750
22668,22668,2-s2.0-85064817790,22668,1441
22673,22673,2-s2.0-85060705972,22673,840
22683,22683,2-s2.0-85124131146,22683,1220
22719,22719,2-s2.0-85070960615,22719,1194
22743,22743,2-s2.0-85064007951,22743,1462
22744,22744,2-s2.0-85063771510,22744,2329
22751,22751,2-s2.0-85055714581,22751,878
22762,22762,2-s2.0-85121090141,22762,1308
22772,22772,2-s2.0-85106845168,22772,327
22779,22779,2-s2.0-85073895386,22779,1718
22792,22792,2-s2.0-85078813660,22792,1742
22821,22822,2-s2.0-85078795840,22822,3667
22835,22836,2-s2.0-85078787914,22836,2492
22840,22841,2-s2.0-85078786381,22841,3510
22846,22847,2-s2.0-85078783946,22847,1784
22855,22856,2-s2.0-85078778751,22856,2480
22862,22863,2-s2.0-85078774719,22863,2509
22867,22868,2-s2.0-85078772605,22868,2617
22901,22902,2-s2.0-85078740583,22902,3428
22905,22906,2-s2.0-85078737544,22906,2693
22934,22935,2-s2.0-85078724645,22935,3336
22939,22940,2-s2.0-85078721789,22940,2752
22956,22957,2-s2.0-85065720488,22957,995
22973,22974,2-s2.0-85068053892,22974,1807
23000,23001,2-s2.0-85072615269,23001,1494
23002,23003,2-s2.0-85072518679,23003,1782
23004,23005,2-s2.0-85071657054,23005,1947
23012,23013,2-s2.0-85070087609,23013,2077
23024,23025,2-s2.0-85067306168,23025,1659
23030,23031,2-s2.0-85066504858,23031,1910
23034,23035,2-s2.0-85065843919,23035,2941
23063,23064,2-s2.0-85059810465,23064,1795
23090,23091,2-s2.0-85106371900,23091,1883
23098,23099,2-s2.0-85067070595,23099,1655
23101,23102,2-s2.0-85067006334,23102,2264
23108,23109,2-s2.0-85065973152,23109,3073
23114,23115,2-s2.0-85066909133,23115,1816
23117,23118,2-s2.0-85066901449,23118,1554
23122,23123,2-s2.0-85081179739,23123,1539
23162,23163,2-s2.0-85074922238,23163,1213
23177,23178,2-s2.0-85069947619,23178,1061
23189,23190,2-s2.0-85066961461,23190,2731
23198,23199,2-s2.0-85065799187,23199,943
23212,23213,2-s2.0-85060519039,23213,2302
23248,23249,2-s2.0-85065308432,23249,1402
23253,23254,2-s2.0-85065296869,23254,1561
23256,23257,2-s2.0-85065293091,23257,1668
23260,23261,2-s2.0-85064987471,23261,1432
23263,23264,2-s2.0-85066097760,23264,1241
23289,23290,2-s2.0-85087561831,23290,1897
23297,23298,2-s2.0-85064878225,23298,1431
23305,23306,2-s2.0-85074198527,23306,2017
23317,23318,2-s2.0-85063865211,23318,1218
23322,23323,2-s2.0-85061291326,23323,1389
23344,23345,2-s2.0-85089858550,23345,1824
23366,23367,2-s2.0-85067460427,23367,1841
23396,23397,2-s2.0-85059801425,23397,1132
23399,23400,2-s2.0-85058714957,23400,1656
23407,23408,2-s2.0-85052480957,23408,1457
23413,23414,2-s2.0-85063904339,23414,1506
23415,23416,2-s2.0-85063900151,23416,1650
23427,23428,2-s2.0-85063526760,23428,1421
23430,23431,2-s2.0-85063230655,23431,315
23450,23451,2-s2.0-85042532554,23451,1464
23451,23452,2-s2.0-85042112889,23452,2202
23467,23468,2-s2.0-85063399352,23468,1647
23474,23475,2-s2.0-85063393344,23475,1728
23476,23477,2-s2.0-85063391818,23477,1633
23485,23486,2-s2.0-85063382385,23486,1692
23497,23498,2-s2.0-85063367478,23498,1754
23498,23499,2-s2.0-85063367454,23499,1458
23502,23503,2-s2.0-85063365224,23503,1987
23510,23511,2-s2.0-85069193475,23511,1249
23512,23513,2-s2.0-85069168357,23513,1654
23535,23536,2-s2.0-85059326574,23536,1252
23542,23543,2-s2.0-85118658907,23543,1901
23557,23558,2-s2.0-85075004442,23558,2063
23582,23583,2-s2.0-85074769429,23583,1866
23605,23606,2-s2.0-85063753715,23606,1241
23620,23621,2-s2.0-85061291288,23621,2231
23641,23642,2-s2.0-85048089452,23642,734
23658,23659,2-s2.0-85062821813,23659,1294
23659,23660,2-s2.0-85062084436,23660,2219
23663,23664,2-s2.0-85064407190,23664,1577
23669,23670,2-s2.0-85064381305,23670,1481
23694,23695,2-s2.0-85061096001,23695,881
23706,23707,2-s2.0-85040649685,23707,2352
23711,23712,2-s2.0-85068620828,23712,1481
23719,23720,2-s2.0-85062152374,23720,2791
23728,23729,2-s2.0-85058963111,23729,1833
23731,23732,2-s2.0-85058630335,23732,1355
23742,23743,2-s2.0-85053272405,23743,1101
23756,23757,2-s2.0-85061253138,23757,1770
23759,23760,2-s2.0-85060602625,23760,2896
23778,23779,2-s2.0-85059699099,23779,2224
23802,23803,2-s2.0-85058170928,23803,1285
23834,23835,2-s2.0-85180791206,23835,942
23929,23930,2-s2.0-85141629152,23930,1159
23982,23983,2-s2.0-85131205975,23983,1084
23984,23985,2-s2.0-85129107054,23985,1778
24008,24009,2-s2.0-85119051484,24009,1468
24019,24020,2-s2.0-85116837089,24020,1598
24024,24025,2-s2.0-85115093665,24025,1301
24041,24042,2-s2.0-85108204688,24042,2653
24064,24065,2-s2.0-85101622029,24065,1158
24072,24073,2-s2.0-85099920509,24073,1551
24098,24099,2-s2.0-85095518655,24099,1589
24110,24111,2-s2.0-85092542483,24111,1956
24114,24115,2-s2.0-85091490639,24115,1770
24138,24139,2-s2.0-85087464764,24139,1297
24145,24146,2-s2.0-85086287850,24146,2091
24167,24168,2-s2.0-85085164019,24168,1363
24169,24170,2-s2.0-85084911831,24170,1204
24188,24189,2-s2.0-85083322136,24189,2225
24193,24194,2-s2.0-85083178394,24194,1138
24203,24204,2-s2.0-85082536636,24204,1681
24209,24210,2-s2.0-85082529613,24210,1613
24241,24242,2-s2.0-85081322996,24242,1432
24246,24247,2-s2.0-85080955350,24247,1212
24247,24248,2-s2.0-85080895101,24248,1893
24272,24273,2-s2.0-85079382868,24273,1295
24283,24284,2-s2.0-85079187418,24284,1621
24291,24292,2-s2.0-85079141612,24292,3049
24292,24293,2-s2.0-85079141566,24293,3254
24300,24301,2-s2.0-85079061846,24301,2152
24307,24308,2-s2.0-85078960982,24308,2361
24314,24315,2-s2.0-85078809685,24315,1651
24322,24323,2-s2.0-85078695786,24323,4201
24337,24338,2-s2.0-85078344271,24338,1399
24353,24354,2-s2.0-85078004298,24354,1804
24366,24367,2-s2.0-85077816917,24367,2223
24378,24379,2-s2.0-85077461954,24379,2787
24386,24387,2-s2.0-85077294242,24387,1494
24399,24400,2-s2.0-85076945188,24400,1788
24416,24417,2-s2.0-85076373047,24417,1776
24430,24431,2-s2.0-85076023898,24431,1382
24435,24436,2-s2.0-85075952646,24436,1328
24459,24460,2-s2.0-85075166449,24460,1377
24472,24473,2-s2.0-85074955193,24473,2135
24475,24476,2-s2.0-85074926028,24476,2243
24503,24504,2-s2.0-85074251764,24504,1637
24510,24511,2-s2.0-85074130661,24511,3243
24516,24517,2-s2.0-85074081806,24517,1539
24528,24529,2-s2.0-85073757727,24529,1980
24531,24532,2-s2.0-85073715239,24532,1844
24546,24547,2-s2.0-85073589736,24547,2146
24575,24576,2-s2.0-85073238893,24576,1377
24578,24579,2-s2.0-85073156677,24579,1444
24579,24580,2-s2.0-85073155861,24580,1643
24590,24591,2-s2.0-85073015526,24591,1942
24597,24598,2-s2.0-85072941833,24598,1673
24608,24609,2-s2.0-85072809453,24609,1071
24625,24626,2-s2.0-85072685217,24626,885
24646,24647,2-s2.0-85071904650,24647,1763
24659,24660,2-s2.0-85071513024,24660,1084
24662,24663,2-s2.0-85071499127,24663,1868
24666,24667,2-s2.0-85071474678,24667,2265
24672,24673,2-s2.0-85071424035,24673,1684
24677,24678,2-s2.0-85071367948,24678,2079
24705,24706,2-s2.0-85070895470,24706,1738
24767,24768,2-s2.0-85069629273,24768,1596
24786,24787,2-s2.0-85069478673,24787,1471
24803,24804,2-s2.0-85069222032,24804,2081
24804,24805,2-s2.0-85069193946,24805,1947
24816,24817,2-s2.0-85068776663,24817,3341
24819,24820,2-s2.0-85068744453,24820,1440
24846,24847,2-s2.0-85068308942,24847,1250
24847,24848,2-s2.0-85068268287,24848,1763
24850,24851,2-s2.0-85068087935,24851,2149
24854,24855,2-s2.0-85067977186,24855,3001
24872,24873,2-s2.0-85067548016,24873,1888
24882,24883,2-s2.0-85067237129,24883,1391
24885,24886,2-s2.0-85067133095,24886,1469
24889,24890,2-s2.0-85067123107,24890,1913
24907,24908,2-s2.0-85067025797,24908,2045
24910,24911,2-s2.0-85066962276,24911,1505
24942,24943,2-s2.0-85066314662,24943,1087
24954,24955,2-s2.0-85066009808,24955,1295
24956,24957,2-s2.0-85065969562,24957,1893
24969,24970,2-s2.0-85065550296,24970,1933
24970,24971,2-s2.0-85065544393,24971,1965
24972,24973,2-s2.0-85065531359,24973,1039
24976,24977,2-s2.0-85065490642,24977,1329
24977,24978,2-s2.0-85065481566,24978,1951
24988,24989,2-s2.0-85065288102,24989,1769
25011,25012,2-s2.0-85065024317,25012,1483
25033,25034,2-s2.0-85064322124,25034,2743
25060,25061,2-s2.0-85063614395,25061,3325
25087,25088,2-s2.0-85062208207,25088,1892
25098,25099,2-s2.0-85061508993,25099,826
25102,25103,2-s2.0-85061367148,25103,1254
25106,25107,2-s2.0-85060695789,25107,2009
25110,25111,2-s2.0-85060550708,25111,1023
25114,25115,2-s2.0-85059916498,25115,2553
25144,25145,2-s2.0-85056222219,25145,2512
25148,25149,2-s2.0-85055948312,25149,1997
