method,row_abs,doc_id,gt_n,pred_n,jaccard_lex,soft_recall,soft_precision,soft_f1,soft_mean_max,global_sem_sim
tfidf,1141,2057,8,5,0.0,0.0,0.0,0.0,0.49756938219070435,0.5303968191146851
tfidf,1142,2058,6,5,0.0,0.3333333333333333,0.6,0.42857142857142855,0.6769713163375854,0.7297893762588501
tfidf,1143,2059,12,5,0.0,0.0,0.0,0.0,0.5551798343658447,0.5535715818405151
tfidf,1144,206,8,5,0.08333333333333333,0.375,0.4,0.38709677419354843,0.6129015684127808,0.6932200789451599
tfidf,1145,2060,8,5,0.08333333333333333,0.25,0.6,0.35294117647058826,0.6537033319473267,0.7159940600395203
tfidf,1146,2061,8,5,0.0,0.125,0.4,0.19047619047619047,0.5766977071762085,0.5213377475738525
tfidf,1147,2062,9,5,0.07692307692307693,0.1111111111111111,0.4,0.1739130434782609,0.584774911403656,0.5616665482521057
tfidf,1148,2063,5,5,0.1111111111111111,0.2,0.6,0.3,0.656667947769165,0.6377283930778503
tfidf,1149,2064,6,5,0.1,0.5,0.6,0.5454545454545454,0.7137383818626404,0.753650426864624
tfidf,1150,2065,8,5,0.3,0.625,1.0,0.7692307692307693,0.8254835605621338,0.8025100827217102
tfidf,1151,2066,14,5,0.0,0.35714285714285715,0.8,0.4938271604938272,0.6592394113540649,0.5786104798316956
tfidf,1152,2067,9,5,0.07692307692307693,0.1111111111111111,0.4,0.1739130434782609,0.5812056660652161,0.6381321549415588
tfidf,1153,2068,13,5,0.0,0.23076923076923078,0.6,0.33333333333333337,0.5748070478439331,0.6190065741539001
tfidf,1154,2069,10,5,0.07142857142857142,0.2,0.6,0.3,0.6743134260177612,0.8160333037376404
tfidf,1155,207,10,5,0.07142857142857142,0.5,1.0,0.6666666666666666,0.7835465669631958,0.8119232058525085
tfidf,1156,2070,13,5,0.058823529411764705,0.38461538461538464,0.8,0.5194805194805195,0.718568742275238,0.7568100690841675
tfidf,1157,208,11,5,0.14285714285714285,0.2727272727272727,0.6,0.37499999999999994,0.7193291187286377,0.6643233895301819
tfidf,1158,2081,19,5,0.043478260869565216,0.2631578947368421,1.0,0.4166666666666667,0.6642847061157227,0.6328144669532776
tfidf,1159,2082,14,5,0.05555555555555555,0.21428571428571427,1.0,0.35294117647058826,0.6715810894966125,0.5918040871620178
tfidf,1160,2083,11,5,0.0,0.2727272727272727,0.8,0.4067796610169491,0.6852585077285767,0.699767529964447
tfidf,1161,2084,10,5,0.0,0.2,0.6,0.3,0.543382465839386,0.6660417318344116
tfidf,1162,2085,13,5,0.0,0.07692307692307693,0.6,0.13636363636363635,0.5720822215080261,0.5139575600624084
tfidf,1163,2086,26,5,0.03333333333333333,0.23076923076923078,0.6,0.33333333333333337,0.6704843044281006,0.592433512210846
tfidf,1164,2087,15,5,0.1111111111111111,0.13333333333333333,0.6,0.2181818181818182,0.6950334310531616,0.6457850337028503
tfidf,1165,2088,20,5,0.08695652173913043,0.3,1.0,0.4615384615384615,0.7281643748283386,0.8290401697158813
tfidf,1166,2089,12,5,0.0625,0.25,0.8,0.38095238095238093,0.6708143353462219,0.4301978647708893
tfidf,1167,209,9,5,0.16666666666666666,0.4444444444444444,0.8,0.5714285714285714,0.7503352165222168,0.8243417739868164
tfidf,1168,2090,12,5,0.0,0.3333333333333333,0.6,0.42857142857142855,0.6386960744857788,0.7757881879806519
tfidf,1169,2091,24,5,0.0,0.125,0.4,0.19047619047619047,0.5284332036972046,0.6111419200897217
tfidf,1170,2092,28,5,0.0,0.07142857142857142,0.2,0.10526315789473682,0.48070067167282104,0.509830892086029
tfidf,1171,2093,11,5,0.0,0.18181818181818182,0.2,0.1904761904761905,0.5365808010101318,0.5562007427215576
tfidf,1172,2094,10,5,0.0,0.3,0.6,0.4,0.6136763095855713,0.5709689855575562
tfidf,1173,2095,16,5,0.0,0.0625,0.2,0.09523809523809523,0.48529356718063354,0.46426957845687866
tfidf,1174,2096,14,5,0.0,0.42857142857142855,0.6,0.5,0.6047267317771912,0.5770272016525269
tfidf,1175,2097,9,5,0.0,0.1111111111111111,0.4,0.1739130434782609,0.49306491017341614,0.5253990888595581
tfidf,1176,2098,8,5,0.08333333333333333,0.125,0.6,0.20689655172413793,0.5952662825584412,0.5326609015464783
tfidf,1177,2099,12,5,0.0,0.16666666666666666,0.8,0.27586206896551724,0.6770913600921631,0.7448184490203857
tfidf,1178,21,8,5,0.08333333333333333,0.125,0.8,0.21621621621621623,0.6066014766693115,0.5595920085906982
tfidf,1179,210,11,5,0.14285714285714285,0.45454545454545453,0.8,0.5797101449275363,0.6839590072631836,0.6698132753372192
tfidf,1180,2100,6,5,0.0,0.3333333333333333,0.6,0.42857142857142855,0.6059535145759583,0.5892882347106934
tfidf,1181,2101,9,5,0.0,0.4444444444444444,0.6,0.5106382978723405,0.6821062564849854,0.650490939617157
tfidf,1182,2102,16,5,0.0,0.125,0.6,0.20689655172413793,0.6157249212265015,0.6930508017539978
tfidf,1183,2103,11,5,0.14285714285714285,0.2727272727272727,1.0,0.42857142857142855,0.7699723243713379,0.7239755392074585
tfidf,1184,2104,16,5,0.05,0.3125,1.0,0.47619047619047616,0.7304426431655884,0.7278013825416565
tfidf,1185,2105,15,5,0.1111111111111111,0.26666666666666666,0.8,0.4,0.7340545058250427,0.715815007686615
tfidf,1186,2106,15,5,0.0,0.06666666666666667,0.4,0.1142857142857143,0.5555078387260437,0.5153626203536987
tfidf,1187,2107,18,5,0.0,0.2777777777777778,0.4,0.3278688524590164,0.6197223663330078,0.7064706087112427
tfidf,1188,2108,13,5,0.0,0.15384615384615385,0.6,0.2448979591836735,0.620749294757843,0.5938244462013245
tfidf,1189,2109,14,5,0.05555555555555555,0.07142857142857142,0.4,0.12121212121212122,0.5666512250900269,0.47304630279541016
tfidf,1190,211,10,5,0.0,0.0,0.0,0.0,0.2696555554866791,0.06915588676929474
tfidf,1191,2110,12,5,0.13333333333333333,0.3333333333333333,0.8,0.47058823529411764,0.7274518013000488,0.7117677927017212
tfidf,1192,2111,27,5,0.06666666666666667,0.2962962962962963,1.0,0.45714285714285713,0.7146410942077637,0.7280604243278503
tfidf,1193,2112,14,5,0.0,0.21428571428571427,0.2,0.20689655172413796,0.5341171026229858,0.49256381392478943
tfidf,1194,2113,8,5,0.08333333333333333,0.125,0.8,0.21621621621621623,0.612922728061676,0.7350971698760986
